Ticker,Field,2023-Q2,2023-Q1,2022-Q4,2022-Q3,2023-Q3
AAPL,Operating Income,22998000000.0,28318000000.0,36016000000.0,24894000000.0,
AAPL,Operating Expense,13415000000.0,13658000000.0,14316000000.0,13201000000.0,
AAPL,Research And Development,7442000000.0,7457000000.0,7709000000.0,6761000000.0,
AAPL,Selling General And Administration,5973000000.0,6201000000.0,6607000000.0,6440000000.0,
AAPL,Gross Profit,36413000000.0,41976000000.0,50332000000.0,38095000000.0,
AAPL,Cost Of Revenue,45384000000.0,52860000000.0,66822000000.0,52051000000.0,
AAPL,Total Revenue,81797000000.0,94836000000.0,117154000000.0,90146000000.0,
AAPL,Operating Revenue,81797000000.0,94836000000.0,117154000000.0,90146000000.0,
AAPL,Ordinary Shares Number,15647868000.0,15723406000.0,15842407000.0,15943425000.0,
AAPL,Share Issued,15647868000.0,15723406000.0,15842407000.0,15943425000.0,
AAPL,Net Debt,80872000000.0,84928000000.0,90575000000.0,96423000000.0,
AAPL,Total Debt,109280000000.0,109615000000.0,111110000000.0,120069000000.0,
AAPL,Tangible Book Value,60274000000.0,62158000000.0,56727000000.0,50672000000.0,
AAPL,Invested Capital,169554000000.0,171773000000.0,167837000000.0,170741000000.0,
AAPL,Working Capital,-2304000000.0,-7162000000.0,-8509000000.0,-18577000000.0,
AAPL,Net Tangible Assets,60274000000.0,62158000000.0,56727000000.0,50672000000.0,
AAPL,Common Stock Equity,60274000000.0,62158000000.0,56727000000.0,50672000000.0,
AAPL,Total Capitalization,158345000000.0,159199000000.0,156354000000.0,149631000000.0,
AAPL,Total Equity Gross Minority Interest,60274000000.0,62158000000.0,56727000000.0,50672000000.0,
AAPL,Stockholders Equity,60274000000.0,62158000000.0,56727000000.0,50672000000.0,
AAPL,Gains Losses Not Affecting Retained Earnings,-11801000000.0,-11746000000.0,-12912000000.0,-11109000000.0,
AAPL,Other Equity Adjustments,-11801000000.0,-11746000000.0,,,
AAPL,Retained Earnings,1408000000.0,4336000000.0,3240000000.0,-3068000000.0,
AAPL,Capital Stock,70667000000.0,69568000000.0,66399000000.0,64849000000.0,
AAPL,Common Stock,70667000000.0,69568000000.0,66399000000.0,64849000000.0,
AAPL,Total Liabilities Net Minority Interest,274764000000.0,270002000000.0,290020000000.0,302083000000.0,
AAPL,Total Non Current Liabilities Net Minority Interest,149801000000.0,149927000000.0,152734000000.0,148101000000.0,
AAPL,Other Non Current Liabilities,51730000000.0,52886000000.0,53107000000.0,49142000000.0,
AAPL,Tradeand Other Payables Non Current,,,,16657000000.0,
AAPL,Long Term Debt And Capital Lease Obligation,98071000000.0,97041000000.0,99627000000.0,98959000000.0,
AAPL,Long Term Debt,98071000000.0,97041000000.0,99627000000.0,98959000000.0,
AAPL,Current Liabilities,124963000000.0,120075000000.0,137286000000.0,153982000000.0,
AAPL,Other Current Liabilities,58897000000.0,56425000000.0,59893000000.0,60845000000.0,
AAPL,Current Deferred Liabilities,8158000000.0,8131000000.0,7992000000.0,7912000000.0,
AAPL,Current Deferred Revenue,8158000000.0,8131000000.0,7992000000.0,7912000000.0,
AAPL,Current Debt And Capital Lease Obligation,11209000000.0,12574000000.0,11483000000.0,21110000000.0,
AAPL,Current Debt,11209000000.0,12574000000.0,11483000000.0,21110000000.0,
AAPL,Other Current Borrowings,7216000000.0,10578000000.0,9740000000.0,11128000000.0,
AAPL,Commercial Paper,3993000000.0,1996000000.0,1743000000.0,9982000000.0,
AAPL,Payables And Accrued Expenses,46699000000.0,42945000000.0,57918000000.0,64115000000.0,
AAPL,Payables,46699000000.0,42945000000.0,57918000000.0,64115000000.0,
AAPL,Accounts Payable,46699000000.0,42945000000.0,57918000000.0,64115000000.0,
AAPL,Total Assets,335038000000.0,332160000000.0,346747000000.0,352755000000.0,
AAPL,Total Non Current Assets,212379000000.0,219247000000.0,217970000000.0,217350000000.0,
AAPL,Other Non Current Assets,64768000000.0,65388000000.0,60924000000.0,54428000000.0,
AAPL,Investments And Advances,104061000000.0,110461000000.0,114095000000.0,120805000000.0,
AAPL,Other Investments,,,114095000000.0,120805000000.0,
AAPL,Investmentin Financial Assets,104061000000.0,110461000000.0,,120805000000.0,
AAPL,Available For Sale Securities,104061000000.0,110461000000.0,,120805000000.0,
AAPL,Net PPE,43550000000.0,43398000000.0,42951000000.0,42117000000.0,
AAPL,Accumulated Depreciation,-70787000000.0,-69668000000.0,-68044000000.0,-72340000000.0,
AAPL,Gross PPE,114337000000.0,113066000000.0,110995000000.0,114457000000.0,
AAPL,Leases,,,,11271000000.0,
AAPL,Machinery Furniture Equipment,,,,81060000000.0,
AAPL,Land And Improvements,,,,22126000000.0,
AAPL,Properties,,,,0.0,
AAPL,Current Assets,122659000000.0,112913000000.0,128777000000.0,135405000000.0,
AAPL,Other Current Assets,13640000000.0,13660000000.0,16422000000.0,21223000000.0,
AAPL,Inventory,7351000000.0,7482000000.0,6820000000.0,4946000000.0,
AAPL,Finished Goods,3563000000.0,4103000000.0,4307000000.0,,
AAPL,Raw Materials,3788000000.0,3379000000.0,2513000000.0,,
AAPL,Receivables,39186000000.0,35899000000.0,54180000000.0,60932000000.0,
AAPL,Other Receivables,19637000000.0,17963000000.0,30428000000.0,32748000000.0,
AAPL,Accounts Receivable,19549000000.0,17936000000.0,23752000000.0,28184000000.0,
AAPL,Cash Cash Equivalents And Short Term Investments,62482000000.0,55872000000.0,51355000000.0,48304000000.0,
AAPL,Other Short Term Investments,34074000000.0,31185000000.0,30820000000.0,24658000000.0,
AAPL,Cash And Cash Equivalents,28408000000.0,24687000000.0,20535000000.0,23646000000.0,
AAPL,Cash Equivalents,3071000000.0,4637000000.0,2627000000.0,5100000000.0,
AAPL,Cash Financial,25337000000.0,20050000000.0,17908000000.0,18546000000.0,
AAPL,Free Cash Flow,24287000000.0,25644000000.0,30218000000.0,20838000000.0,
AAPL,Repurchase Of Capital Stock,-17478000000.0,-19594000000.0,-19475000000.0,-24428000000.0,
AAPL,Repayment Of Debt,-7500000000.0,5964000000.0,-9615000000.0,-2793000000.0,
AAPL,Issuance Of Debt,,,,4450000000.0,
AAPL,Capital Expenditure,-2093000000.0,-2916000000.0,-3787000000.0,-3289000000.0,
AAPL,Interest Paid Supplemental Data,717000000.0,1170000000.0,703000000.0,955000000.0,
AAPL,Income Tax Paid Supplemental Data,2126000000.0,4066000000.0,828000000.0,7322000000.0,
AAPL,End Cash Position,29898000000.0,27129000000.0,21974000000.0,24977000000.0,
AAPL,Beginning Cash Position,27129000000.0,21974000000.0,24977000000.0,28861000000.0,
AAPL,Changes In Cash,2769000000.0,5155000000.0,-3003000000.0,-3884000000.0,
AAPL,Financing Cash Flow,-24048000000.0,-25724000000.0,-35563000000.0,-26794000000.0,
AAPL,Cash Flow From Continuing Financing Activities,-24048000000.0,-25724000000.0,-35563000000.0,-26794000000.0,
AAPL,Net Other Financing Charges,-2438000000.0,-484000000.0,-2705000000.0,-320000000.0,
AAPL,Cash Dividends Paid,-3849000000.0,-3650000000.0,-3768000000.0,-3703000000.0,
AAPL,Common Stock Dividend Paid,-3849000000.0,-3650000000.0,-3768000000.0,-3703000000.0,
AAPL,Net Common Stock Issuance,-17478000000.0,-19594000000.0,-19475000000.0,-24428000000.0,
AAPL,Common Stock Payments,-17478000000.0,-19594000000.0,-19475000000.0,-24428000000.0,
AAPL,Net Issuance Payments Of Debt,-283000000.0,-1996000000.0,-9615000000.0,1657000000.0,
AAPL,Net Short Term Debt Issuance,1989000000.0,254000000.0,-8214000000.0,-1015000000.0,
AAPL,Short Term Debt Payments,,,-8214000000.0,,
AAPL,Short Term Debt Issuance,,,,-1015000000.0,
AAPL,Net Long Term Debt Issuance,-2272000000.0,-2250000000.0,-1401000000.0,2672000000.0,
AAPL,Long Term Debt Payments,-7500000000.0,-2250000000.0,-1401000000.0,-2793000000.0,
AAPL,Long Term Debt Issuance,,,,5465000000.0,
AAPL,Investing Cash Flow,437000000.0,2319000000.0,-1445000000.0,-1217000000.0,
AAPL,Cash Flow From Continuing Investing Activities,437000000.0,2319000000.0,-1445000000.0,-1217000000.0,
AAPL,Net Other Investing Changes,-506000000.0,-106000000.0,-141000000.0,-597000000.0,
AAPL,Net Investment Purchase And Sale,3036000000.0,5341000000.0,2483000000.0,2806000000.0,
AAPL,Sale Of Investment,12795000000.0,11385000000.0,7636000000.0,9551000000.0,
AAPL,Purchase Of Investment,-9759000000.0,-6044000000.0,-5153000000.0,-6745000000.0,
AAPL,Net Business Purchase And Sale,,,,-137000000.0,
AAPL,Purchase Of Business,,,,-137000000.0,
AAPL,Net PPE Purchase And Sale,-2093000000.0,-2916000000.0,-3787000000.0,-3289000000.0,
AAPL,Purchase Of PPE,-2093000000.0,-2916000000.0,-3787000000.0,-3289000000.0,
AAPL,Operating Cash Flow,26380000000.0,28560000000.0,34005000000.0,24127000000.0,
AAPL,Cash Flow From Continuing Operating Activities,26380000000.0,28560000000.0,34005000000.0,24127000000.0,
AAPL,Change In Working Capital,749000000.0,231000000.0,-1497000000.0,-48000000.0,
AAPL,Change In Other Working Capital,,,131000000.0,218000000.0,
AAPL,Change In Other Current Liabilities,1229000000.0,-2001000000.0,3758000000.0,5646000000.0,
AAPL,Change In Other Current Assets,-771000000.0,7000000.0,-4099000000.0,-3210000000.0,
AAPL,Change In Payables And Accrued Expense,3974000000.0,-14689000000.0,-6075000000.0,15556000000.0,
AAPL,Change In Payable,3974000000.0,-14689000000.0,-6075000000.0,15556000000.0,
AAPL,Change In Account Payable,3974000000.0,-14689000000.0,-6075000000.0,15556000000.0,
AAPL,Change In Inventory,-22000000.0,-741000000.0,-1807000000.0,435000000.0,
AAPL,Change In Receivables,-3661000000.0,17786000000.0,6595000000.0,-18693000000.0,
AAPL,Changes In Account Receivables,-1987000000.0,5321000000.0,4275000000.0,-6384000000.0,
AAPL,Other Non Cash Items,81000000.0,-1415000000.0,-317000000.0,172000000.0,
AAPL,Stock Based Compensation,2617000000.0,2686000000.0,2905000000.0,2278000000.0,
AAPL,Deferred Tax,,,,-1861000000.0,
AAPL,Deferred Income Tax,,,,-1861000000.0,
AAPL,Depreciation Amortization Depletion,3052000000.0,2898000000.0,2916000000.0,2865000000.0,
AAPL,Depreciation And Amortization,3052000000.0,2898000000.0,2916000000.0,2865000000.0,
AAPL,Net Income From Continuing Operations,19881000000.0,24160000000.0,29998000000.0,20721000000.0,
ABNB,Tax Effect Of Unusual Items,0.0,0.0,0.0,-2277.166924,
ABNB,Tax Rate For Calcs,0.038462,0.1,0.072674,0.043792,
ABNB,Normalized EBITDA,687000000.0,145000000.0,349000000.0,1288448000.0,
ABNB,Total Unusual Items,0.0,,0.0,-52000.0,
ABNB,Total Unusual Items Excluding Goodwill,0.0,,0.0,-52000.0,
ABNB,Net Income From Continuing Operation Net Minority Interest,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Reconciled Depreciation,9000000.0,11000000.0,12948000.0,12815000.0,
ABNB,Reconciled Cost Of Revenue,432000000.0,428000000.0,345000000.0,401149000.0,
ABNB,EBITDA,687000000.0,145000000.0,349000000.0,1288396000.0,
ABNB,EBIT,678000000.0,134000000.0,349000000.0,1275581000.0,
ABNB,Net Interest Income,189000000.0,142000000.0,98000000.0,52775000.0,
ABNB,Interest Expense,2000000.0,4000000.0,5000000.0,5682000.0,
ABNB,Interest Income,191000000.0,146000000.0,103000000.0,58457000.0,
ABNB,Normalized Income,650000000.0,117000000.0,319000000.0,1214337722.833076,
ABNB,Net Income From Continuing And Discontinued Operation,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Total Expenses,1961000000.0,1823000000.0,1667000000.0,1680877000.0,
ABNB,Total Operating Income As Reported,523000000.0,-5000000.0,235000000.0,1203481000.0,
ABNB,Diluted Average Shares,665000000.0,670000000.0,671627000.0,680059000.0,
ABNB,Basic Average Shares,635000000.0,634000000.0,635545000.0,638696000.0,
ABNB,Diluted EPS,0.98,0.18,0.48,1.79,
ABNB,Basic EPS,1.02,0.18,0.5,1.9,
ABNB,Diluted NI Availto Com Stockholders,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Average Dilution Earnings,1000000.0,,,,
ABNB,Net Income Common Stockholders,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Net Income,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Net Income Including Noncontrolling Interests,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Net Income Continuous Operations,650000000.0,117000000.0,319000000.0,1214288000.0,
ABNB,Tax Provision,26000000.0,13000000.0,25000000.0,55611000.0,
ABNB,Pretax Income,676000000.0,130000000.0,344000000.0,1269899000.0,
ABNB,Other Income Expense,-36000000.0,-7000000.0,11000000.0,13591000.0,
ABNB,Other Non Operating Income Expenses,-36000000.0,-7000000.0,11000000.0,13643000.0,
ABNB,Special Income Charges,0.0,,0.0,-52000.0,
ABNB,Restructuring And Mergern Acquisition,0.0,,0.0,52000.0,
ABNB,Net Non Operating Interest Income Expense,189000000.0,142000000.0,98000000.0,52775000.0,
ABNB,Interest Expense Non Operating,2000000.0,4000000.0,5000000.0,5682000.0,
ABNB,Interest Income Non Operating,191000000.0,146000000.0,103000000.0,58457000.0,
ABNB,Operating Income,523000000.0,-5000000.0,235000000.0,1203533000.0,
ABNB,Operating Expense,1529000000.0,1395000000.0,1322000000.0,1279728000.0,
ABNB,Other Operating Expenses,317000000.0,282000000.0,260000000.0,289946000.0,
ABNB,Research And Development,451000000.0,420000000.0,397000000.0,366182000.0,
ABNB,Selling General And Administration,761000000.0,693000000.0,665000000.0,623600000.0,
ABNB,Selling And Marketing Expense,450000000.0,450000000.0,409000000.0,383165000.0,
ABNB,General And Administrative Expense,311000000.0,243000000.0,256000000.0,240435000.0,
ABNB,Other Gand A,217000000.0,243000000.0,256000000.0,240435000.0,
ABNB,Salaries And Wages,94000000.0,,,,
ABNB,Gross Profit,2052000000.0,1390000000.0,1557000000.0,2483261000.0,
ABNB,Cost Of Revenue,432000000.0,428000000.0,345000000.0,401149000.0,
ABNB,Total Revenue,2484000000.0,1818000000.0,1902000000.0,2884410000.0,
ABNB,Operating Revenue,2484000000.0,1818000000.0,1902000000.0,2884410000.0,
ABNB,Treasury Shares Number,9200000.0,9200000.0,9000000.0,9200000.0,
ABNB,Ordinary Shares Number,634000000.0,630000000.0,631000000.0,633071000.0,
ABNB,Share Issued,643200000.0,639200000.0,640000000.0,642271000.0,
ABNB,Total Debt,2274000000.0,2288000000.0,2341000000.0,2361184000.0,
ABNB,Tangible Book Value,4380000000.0,4609000000.0,4876000000.0,4855455000.0,
ABNB,Invested Capital,7048000000.0,7279000000.0,7547000000.0,7525795000.0,
ABNB,Working Capital,6428000000.0,6657000000.0,6883000000.0,6851197000.0,
ABNB,Net Tangible Assets,4380000000.0,4609000000.0,4876000000.0,4855455000.0,
ABNB,Capital Lease Obligations,285000000.0,300000000.0,354000000.0,375525000.0,
ABNB,Common Stock Equity,5059000000.0,5291000000.0,5560000000.0,5540136000.0,
ABNB,Total Capitalization,7048000000.0,7279000000.0,7547000000.0,7525795000.0,
ABNB,Total Equity Gross Minority Interest,5059000000.0,5291000000.0,5560000000.0,5540136000.0,
ABNB,Stockholders Equity,5059000000.0,5291000000.0,5560000000.0,5540136000.0,
ABNB,Gains Losses Not Affecting Retained Earnings,-33000000.0,-30000000.0,-32000000.0,-41871000.0,
ABNB,Other Equity Adjustments,-33000000.0,-30000000.0,-32000000.0,-41871000.0,
ABNB,Retained Earnings,-6198000000.0,-6341000000.0,-5965000000.0,-5783403000.0,
ABNB,Additional Paid In Capital,11290000000.0,11662000000.0,11557000000.0,11365347000.0,
ABNB,Capital Stock,0.0,0.0,0.0,63000.0,
ABNB,Common Stock,0.0,0.0,0.0,63000.0,
ABNB,Total Liabilities Net Minority Interest,16129000000.0,14727000000.0,10478000000.0,10536454000.0,
ABNB,Total Non Current Liabilities Net Minority Interest,2505000000.0,2515000000.0,2500000000.0,2521127000.0,
ABNB,Other Non Current Liabilities,231000000.0,227000000.0,218000000.0,212267000.0,
ABNB,Long Term Debt And Capital Lease Obligation,2274000000.0,2288000000.0,2282000000.0,2308860000.0,
ABNB,Long Term Capital Lease Obligation,285000000.0,300000000.0,295000000.0,323201000.0,
ABNB,Long Term Debt,1989000000.0,1988000000.0,1987000000.0,1985659000.0,
ABNB,Current Liabilities,13624000000.0,12212000000.0,7978000000.0,8015327000.0,
ABNB,Other Current Liabilities,725000000.0,745000000.0,672000000.0,1932761000.0,
ABNB,Current Deferred Liabilities,2347000000.0,2172000000.0,1182000000.0,198689000.0,
ABNB,Current Deferred Revenue,2347000000.0,2172000000.0,1182000000.0,,
ABNB,Current Deferred Taxes Liabilities,212000000.0,214000000.0,206000000.0,198689000.0,
ABNB,Current Debt And Capital Lease Obligation,50000000.0,48000000.0,59000000.0,52324000.0,
ABNB,Current Capital Lease Obligation,50000000.0,48000000.0,59000000.0,52324000.0,
ABNB,Pensionand Other Post Retirement Benefit Plans Current,310000000.0,300000000.0,380000000.0,363324000.0,
ABNB,Payables And Accrued Expenses,11277000000.0,10040000000.0,6737000000.0,5468229000.0,
ABNB,Current Accrued Expenses,2033000000.0,2119000000.0,1817000000.0,,
ABNB,Payables,9244000000.0,7921000000.0,4920000000.0,5468229000.0,
ABNB,Other Payable,9144000000.0,7760000000.0,4783000000.0,4805382000.0,
ABNB,Total Tax Payable,588000000.0,671000000.0,418000000.0,510186000.0,
ABNB,Accounts Payable,100000000.0,161000000.0,137000000.0,152661000.0,
ABNB,Total Assets,21188000000.0,20018000000.0,16038000000.0,16076590000.0,
ABNB,Total Non Current Assets,1136000000.0,1149000000.0,1177000000.0,1210066000.0,
ABNB,Other Non Current Assets,194000000.0,207000000.0,234000000.0,252709000.0,
ABNB,Goodwill And Other Intangible Assets,679000000.0,682000000.0,684000000.0,684681000.0,
ABNB,Other Intangible Assets,,,34000000.0,38154000.0,
ABNB,Goodwill,,,650000000.0,646527000.0,
ABNB,Net PPE,263000000.0,260000000.0,259000000.0,272676000.0,
ABNB,Accumulated Depreciation,,,-312000000.0,,
ABNB,Gross PPE,263000000.0,260000000.0,259000000.0,272676000.0,
ABNB,Leases,,,152000000.0,,
ABNB,Construction In Progress,,,45000000.0,,
ABNB,Other Properties,263000000.0,260000000.0,259000000.0,272676000.0,
ABNB,Machinery Furniture Equipment,,,219000000.0,,
ABNB,Buildings And Improvements,,,17000000.0,,
ABNB,Properties,,,0.0,,
ABNB,Current Assets,20052000000.0,18869000000.0,14861000000.0,14866524000.0,
ABNB,Other Current Assets,568000000.0,515000000.0,456000000.0,432036000.0,
ABNB,Restricted Cash,,,,1520000.0,
ABNB,Prepaid Assets,,,,432036000.0,
ABNB,Receivables,9144000000.0,7760000000.0,4783000000.0,4805382000.0,
ABNB,Other Receivables,9144000000.0,7760000000.0,4783000000.0,4805382000.0,
ABNB,Cash Cash Equivalents And Short Term Investments,10340000000.0,10594000000.0,9622000000.0,9627586000.0,
ABNB,Other Short Term Investments,2435000000.0,2428000000.0,2244000000.0,2103898000.0,
ABNB,Cash And Cash Equivalents,7905000000.0,8166000000.0,7378000000.0,7523688000.0,
ABNB,Cash Equivalents,,2529000000.0,,,
ABNB,Cash Financial,,5637000000.0,,,
ABNB,Free Cash Flow,900000000.0,1581000000.0,454304000.0,959964000.0,
ABNB,Repurchase Of Capital Stock,-507000000.0,-493000000.0,-500000000.0,,
ABNB,Repayment Of Debt,,,0.0,0.0,
ABNB,Issuance Of Debt,,,0.0,0.0,
ABNB,Capital Expenditure,-9000000.0,-6000000.0,-8394000.0,-5599000.0,
ABNB,Interest Paid Supplemental Data,0.0,1000000.0,376000.0,1445000.0,
ABNB,Income Tax Paid Supplemental Data,39000000.0,11000000.0,16205000.0,24272000.0,
ABNB,End Cash Position,16981000000.0,15872000000.0,12103000000.0,12259382000.0,
ABNB,Beginning Cash Position,15872000000.0,12103000000.0,12259382000.0,15241660000.0,
ABNB,Effect Of Exchange Rate Changes,53000000.0,79000000.0,288910000.0,-318025000.0,
ABNB,Changes In Cash,1056000000.0,3690000000.0,-445003000.0,-2664253000.0,
ABNB,Financing Cash Flow,167000000.0,2286000000.0,-764430000.0,-3574056000.0,
ABNB,Cash Flow From Continuing Financing Activities,167000000.0,2286000000.0,-764430000.0,-3574056000.0,
ABNB,Net Other Financing Charges,637000000.0,2762000000.0,-312978000.0,-2576705000.0,
ABNB,Proceeds From Stock Option Exercised,37000000.0,17000000.0,48548000.0,2649000.0,
ABNB,Net Common Stock Issuance,-507000000.0,-493000000.0,-500000000.0,,
ABNB,Common Stock Payments,-507000000.0,-493000000.0,-500000000.0,,
ABNB,Net Issuance Payments Of Debt,,,0.0,0.0,
ABNB,Net Long Term Debt Issuance,,,0.0,0.0,
ABNB,Long Term Debt Payments,,,0.0,0.0,
ABNB,Long Term Debt Issuance,,,0.0,0.0,
ABNB,Investing Cash Flow,-20000000.0,-183000000.0,-143271000.0,-55760000.0,
ABNB,Cash Flow From Continuing Investing Activities,-20000000.0,-183000000.0,-143271000.0,-55760000.0,
ABNB,Net Other Investing Changes,,,227000.0,620000.0,
ABNB,Net Investment Purchase And Sale,-11000000.0,-177000000.0,-135104000.0,-50781000.0,
ABNB,Sale Of Investment,586000000.0,917000000.0,921890000.0,885428000.0,
ABNB,Purchase Of Investment,-597000000.0,-1094000000.0,-1056994000.0,-936209000.0,
ABNB,Net PPE Purchase And Sale,-9000000.0,-6000000.0,-8394000.0,-5599000.0,
ABNB,Purchase Of PPE,-9000000.0,-6000000.0,-8394000.0,-5599000.0,
ABNB,Operating Cash Flow,909000000.0,1587000000.0,462698000.0,965563000.0,
ABNB,Cash Flow From Continuing Operating Activities,909000000.0,1587000000.0,462698000.0,965563000.0,
ABNB,Change In Working Capital,-25000000.0,1207000000.0,-98048000.0,-560301000.0,
ABNB,Change In Other Working Capital,174000000.0,989000000.0,-38618000.0,-759703000.0,
ABNB,Change In Other Current Liabilities,,,-24916000.0,-17273000.0,
ABNB,Change In Other Current Assets,8000000.0,-1000000.0,13776000.0,9170000.0,
ABNB,Change In Payables And Accrued Expense,-155000000.0,250000000.0,-7275000.0,205772000.0,
ABNB,Change In Accrued Expense,-93000000.0,226000000.0,11944000.0,189819000.0,
ABNB,Change In Payable,-62000000.0,24000000.0,-19219000.0,15953000.0,
ABNB,Change In Account Payable,-62000000.0,24000000.0,-19219000.0,15953000.0,
ABNB,Change In Prepaid Assets,-52000000.0,-31000000.0,-41015000.0,1733000.0,
ABNB,Other Non Cash Items,0.0,29000000.0,-14364000.0,5400000.0,
ABNB,Stock Based Compensation,304000000.0,240000000.0,253608000.0,234364000.0,
ABNB,Asset Impairment Charge,,,18503000.0,12478000.0,
ABNB,Depreciation Amortization Depletion,9000000.0,11000000.0,12948000.0,12815000.0,
ABNB,Depreciation And Amortization,9000000.0,11000000.0,12948000.0,12815000.0,
ABNB,Operating Gains Losses,-29000000.0,-17000000.0,-27612000.0,46519000.0,
ABNB,Gain Loss On Investment Securities,,,-6232000.0,1380000.0,
ABNB,Net Foreign Currency Exchange Gain Loss,-29000000.0,-17000000.0,-21380000.0,45139000.0,
ABNB,Net Income From Continuing Operations,650000000.0,117000000.0,318663000.0,1214288000.0,
ADBE,Tax Effect Of Unusual Items,1075000.0,220000.0,700000.0,,1170000.0
ADBE,Tax Rate For Calcs,0.215,0.22,0.175,,0.195
ADBE,Normalized EBITDA,1891000000.0,1841000000.0,1756000000.0,,1982000000.0
ADBE,Total Unusual Items,5000000.0,1000000.0,4000000.0,,6000000.0
ADBE,Total Unusual Items Excluding Goodwill,5000000.0,1000000.0,4000000.0,,6000000.0
ADBE,Net Income From Continuing Operation Net Minority Interest,1295000000.0,1247000000.0,1176000000.0,,1403000000.0
ADBE,Reconciled Depreciation,220000000.0,212000000.0,215000000.0,,218000000.0
ADBE,Reconciled Cost Of Revenue,394000000.0,398000000.0,395000000.0,,404000000.0
ADBE,EBITDA,1896000000.0,1842000000.0,1760000000.0,,1988000000.0
ADBE,EBIT,1676000000.0,1630000000.0,1545000000.0,,1770000000.0
ADBE,Net Interest Income,-26000000.0,-32000000.0,-28000000.0,,-27000000.0
ADBE,Interest Expense,26000000.0,32000000.0,28000000.0,,27000000.0
ADBE,Normalized Income,1291075000.0,1246220000.0,1172700000.0,,1398170000.0
ADBE,Net Income From Continuing And Discontinued Operation,1295000000.0,1247000000.0,1176000000.0,,1403000000.0
ADBE,Total Expenses,3192000000.0,3069000000.0,3020000000.0,,3193000000.0
ADBE,Total Operating Income As Reported,1624000000.0,1586000000.0,1505000000.0,,1697000000.0
ADBE,Diluted Average Shares,459000000.0,460000000.0,466000000.0,,459000000.0
ADBE,Basic Average Shares,458000000.0,459000000.0,465000000.0,,456000000.0
ADBE,Diluted EPS,2.82,2.71,2.53,,3.05
ADBE,Basic EPS,2.83,2.72,2.53,,3.07
ADBE,Diluted NI Availto Com Stockholders,1295000000.0,1247000000.0,1176000000.0,,1403000000.0
ADBE,Net Income Common Stockholders,1295000000.0,1247000000.0,1176000000.0,,1403000000.0
